Entity,Count
thrush pneumonia,6
evacuation,8
uterine pain dizziness,7
patent gastroenteritis,9
skin arteriosus,7
cystitis anemia hematuria,6
heart artery,10
bronchiolitis tonsillitis,13
infection croup,11
infection tonsillitis,10
septic stroke,6
infantile vision childhood,25
insulin history tuberculosis,7
wound exam,6
diabetes fever cmshcc,12
scrotal insulin,6
hypertrophy otitis,7
colic pyelonephritis,11
side fever,8
loose motion,18
decubitus infarction,7
traumatic head injury,8
pharyngitis iron,6
bacterial infant,6
rhinovirus,12
fever adenotonsillitis,7
chronic complication cardiomegaly,7
cardiomegaly obesity,7
diabetes type heart cardiomyopathy edema left cmshcc,7
failure disease diabetes type heart cardiomyopathy edema left cmshcc dilated chronic,7
diabetic necrosis mellitus ulcer,7
post exploratory type,7
vaginal infection,7
tuberculosis abscess,13
hyperbilirubinemia disease,19
miscarriage sepsis,9
snoring intractability,9
brainstem hypertension,8
jaundice abscess,11
infant cellulitis,7
liveborn person,26
hospital site,36
cholera gastroenteritis,16
mouth infant,45
newborn,232
liveborn asthma,40
micu,6
liveborn disease,8
diabetes hypertension,6
serratia disorder,7
chromosomal,8
newborn disorder,12
ertapenem,9
wound change,22
stool abdominal,10
infant cough,32
liveborn laceration,6
disease perforated,7
hospital burn,10
lobar,7
urinary pyelonephritis,21
valve endocarditis,9
abdominal hospital,25
infant rash,44
hypovolemic shock,9
shaft femur,7
urinary hesitancy,6
liveborn obstruction,6
morbid apnea,9
kawasaki,6
staphylococcus aureus,17
abscess cellulitis,13
urinary hypoxia,13
urinary respiratory infection,6
type diarrhea,7
hospital conjunctiva,12
rupture hemorrhage,6
sacral complication decubitus ulcer,7
liveborn exam,24
hospital gangrene,14
vocal infant,9
defect rash,19
complication tract pneumonia,11
hospital circumcision,33
liveborn medium,8
liveborn diarrhea,23
wound liveborn,6
cord sepsis,9
congenital gestation stage,7
hyponatremia cmshcc,20
intra trimester,9
developmental hypotonia,7
acute discharge,11
congested fever,11
otitis acute bronchopneumonia,10
childhood infection,142
pleural cmshcc infection,7
respiratory premature distress,11
insulin trauma,6
lrti,6
liveborn change,6
dehydration pharyngitis,8
gastroenteritis colitis,21
glioma,11
ischemic pneumonia,9
meningitis deficiency,7
tethered,6
wxxxa hospital,7
wound finger,15
scalp rash,6
oropharyngeal developmental,8
parental,7
developmental esophagitis,6
regression complication,6
trimester fever,10
airway head,9
infant tonsillitis,12
weight relapse,6
peripheral virus,10
pneumoniae effusion,8
pleural chronicity,6
hyperammonemia,14
urinary infection hematuria coronavirus,6
hospital hearing,6
stomach abdominal,7
isoimmunization,6
abdominal neonatal,10
postpartum gestation,10
acute surgery hypertension,6
left disorder,6
miscarriage breast,7
weight infection,11
antenatal pain,6
nasolacrimal type,9
serous membrane,6
disorder cmshcc,12
acute pregnant pyelonephritis,19
catarrhalis,6
laboratory circumcision,14
fever alzheimer,7
tuberculosis pulmonary,36
insulin cmshcc,13
drug intake,6
liveborn bite,13
nausea jaundice disorder,7
acute cystitis,14
preterm infection,18
infant cough conjunctivitis,18
handicap,9
aspiration pneumonia,12
skin infant,10
adenotonsillar hypertrophy,8
txxa acute syndrome hypertension,6
hypertension hemisphere,10
circumcision school,6
parasite,7
cystitis infection hematuria,12
left thigh,11
left childhood,30
newborn gain,12
preterm childhood,22
bronchiolitis cough tonsillitis,6
hypertension edema,8
covid hypotension,7
tigecycline,8
diabetes pyelonephritis,10
newborn disorder infection,18
arteriosus tonsillitis,15
nstemi infarction,19
deep urinary,6
hematuria eczema,7
childhood infection dermatitis,8
coronavirus insulin,12
cystitis hematuria pain,14
hematuria pain,56
congenital patent gastroenteritis,6
undescended,7
immunization allergic type,6
weight etiology,10
preterm childhood infection,8
type hematuria,13
patient cyst,6
malignant kidney hematuria,7
culture cmshcc,19
txxa artery,9
foot diabetic,18
gangrene abscess,10
vision term,46
hospital bronchitis,6
preterm vision infection,6
delay tube finding,11
patent,6
child test,7
fever nausea nasopharyngitis,7
infant urinary,11
anemia autism,91
sepsis parkinson,10
infection hematuria,33
immunization speechlanguage,15
respiratory right,8
urinary cmshcc,47
fever insulin,7
stomatitis nausea,7
bilirubinemia,8
single febrile,7
gestational polyhydramnios,6
fever jaundice,25
kidney pain,8
predominant,6
side infant,16
gluteal disease,11
colic hematuria,7
tissue childhood,7
swab abscess,12
uterine miscarriage,11
herpangina,8
anus infant,6
viral dermatitis,6
neutropenia gastroenteritis,6
concern diagnosis,7
coronavirus hematuria,9
open complication diabetic,7
stenosis enteritis,6
hospital suppurative,6
foot wheezy,7
moraxella,7
bronchiolitis cough conjunctivitis,11
hospital location,7
autism eczema,24
type mchat disease,10
cortical mellitus,7
immunization croup,17
malignant examination,6
ureterocele,8
hand body,6
fever tuberculosis,43
distal,7
type child disease medium,6
mitochondrial,8
nausea vision childhood,8
port,7
type sepsis,11
deep cmshcc,10
infection disease hepatitis femur stricture,17
persistent filter calculus,17
delirium liver screening hemodialysis,17
diabetes jaundice dermatitis extremity obstructive deltaagent stasis heart replacement covid,11
venous sepsis,11
thrombocytopenia vein mass crbsi stage function disorder,7
generalized thrombocytopenia vein mass crbsi stage function disorder,7
extremity obstructive deltaagent stasis,17
edema transplant index reduction,17
malunion cholangitis,17
calculus mouth urinary obesity,17
atrial fungal procedure,17
deep trauma cirrhosis,17
acute biliary class thrombosis tract diabetes jaundice dermatitis,11
hepatitis femur stricture,17
status kidney candida failure presence fibrillation malunion cholangitis,17
thrombocytopenia vein mass stage,10
mass stage function disorder,10
jaundice dermatitis extremity,6
acute biliary class thrombosis tract diabetes,6
obstructive deltaagent stasis heart replacement covid,6
fixation agent,6
culture jaundice dermatitis,6
abscess childhood,8
acute marker,14
covid pneumonia,15
fever hemorrhage disorder,7
infant impetigo,6
diabetic necrosis mellitus ulcer diabetes,8
wound encounter,6
testicle iron,7
jaundice constipation,8
kidney cell,6
examination deficiency discharge,26
varicella circumcision,6
sepsis amputation,13
diabetic diabetes ulcer,11
foot biopsy,16
foot type gangrene,7
tract acute,27
suppurative axilla,7
aspiration lobe,13
diabetic extremity,10
tract burning,6
fever disorder constipation,10
constipation infantile,6
patient discharge,11
airway tract,6
congenital vesicoureteric,7
childhood dermatitis,10
loose stool,7
heart abdominal fistula,6
jaundice hemorrhage,6
pyelonephritis fever,10
hospital neonatal,7
focus examination,7
mchat disease,129
pyelonephritis pain,21
referral cough,8
croupous,16
txxa carcinoma,8
family syndrome,7
dysplasia intractability,6
post preeclampsia,6
kidney sepsis,14
staphylococcus abdominal,7
single autism,13
toddler gastroenteritis,45
conjuctivitis,8
gape,6
premature rupture,8
post foot type disease,8
retractile,9
acute cholecystitis,7
immunization hematuria,10
neonatal bronchitis,6
purulent discharge,9
infantile childhood,22
degree urti,7
type risk,7
breast distress tract,6
left preterm,10
estrogen stage,7
brain infant,6
penumonia,6
right child disease,9
toddler,357
colon peritonitis,7
effusion complication,10
emphysematous pyelonephritis,9
checklist,194
modified,50
isoniazid,7
axilla axillary,13
administration hernia,23
mchat medium,59
otitis administration,41
rupture fever checkup,7
penoscrotal,9
skin abscess,7
type wheezy disease,6
catheter kidney failure,7
reactive hypoalbuminemia,7
skin malnutrition sepsis,6
contact childhood,8
draining,7
bronchiolitis convulsion,9
surgical interpretation,10
weight dysplasia,6
virus retinopathy,6
liveborn checklist,33
administration seborrheic,8
acute fever pregnant,6
acute toddler pharyngitis,30
acute fluid,11
right renal,7
tuberculosis cough pulmonary,11
minor discharge,6
acute toddler,54
multiple history,6
acute toddler gastroenteritis,6
acute pregnant cystitis,61
bronchitis autism,9
toddler pharyngitis,21
immunization mchat,31
autism vitamin,7
vitamin modified,14
pleural lung,9
foul smelling,9
sinus healing,8
lobe bronchiolitis,11
autism gastritis,8
colic circumcision,7
breast abscess,8
acute syndrome pneumoniae virus,6
observation cmshcc,11
mchat,11
loin fever,7
cephalhematoma,13
nasolacrimal,22
modified examination,57
insulin stroke,17
administration cold acute,7
cleft abscess,16
congenital toddler,47
tubulointerstitial,15
baby,8
laprotomy,8
infection shock,6
autism hematuria,39
autism coronavirus,9
type child mchat,21
autism wheeze,6
urinary cmshcc infection,12
urinary infection hematuria pain,37
beta autism,8
immunization type mchat,13
disorder childhood,8
exit preterm,6
administration cold,31
innocent,8
urine burning,8
arteriosus mother,6
wound body,8
autism examination,37
covid leukemia acute,8
foot child mchat,11
reactive acute bronchopneumonia,12
urinary convulsion,8
infantile cmshcc,6
diaper urti tract,6
intraventricular,19
otits,6
immunization wheezing,11
infantile screening childhood,10
napkin common,9
infection sepsis,10
jaundice disorder,74
routineritual,46
tract covid,11
respiratory pulmonary,17
lung infection,9
urinary infection pain,7
child mchat,66
bronchitis anemia wheeze,6
jaundice dermatitis,8
tumor acute,6
cough cmshcc,18
abdominal hemorrhage,6
hospital delivery,6
lymphoblastic bcell,16
jaundice disorder abscess,10
autism laterality,15
laryngomalacia,23
disease discharge,10
acute fever cystitis,12
wheezy mchat,7
patent gestation weight,6
preterm vision childhood,7
txxa toddler,7
obstructive calculus,11
congenital retinopathy,7
lung pulmonary,11
immunization child mchat,49
circumcision laterality,6
colonic pain,6
skin fever,8
toddler virus,13
pain flank,17
kidney renal,13
vxxa motor collision,6
handicap cmshcc,8
lumen,8
iron interpretation,57
traction pain,7
epilepticus cmshcc,6
administration syndrome,6
wound mchat,7
kidney insulin,17
urinary induction,7
nappy cold,6
stenotrophomonas,9
vaccination neonatology,14
patent retinopathy,7
autism anemia,35
sepsis coli,6
sinus tachycardia,7
deep cellulitis,7
drainage incision,7
tract lactamase,6
screening childhood cmshcc,8
fever jaundice nasopharyngitis disorder,6
noninfective gastroenteritis,26
immunization child test,11
iron anemia,26
rash bronchiolitis cough,11
autism examination deficiency,33
prematurity virus,9
developmental palsy,7
swallowing culture,6
prematurity syndrome,33
diarrhea illness,7
screening childhood infection,40
diabetes insulin abscess,6
constipation disorder,6
toddler interpretation,9
rash bronchiolitis conjunctivitis,7
diplegia,6
perforation fluid,6
hemodiafiltration infection,7
type gastritis,8
nausea jaundice,7
allergic mchat,8
type child mchat disease,9
bronchiolitis trauma,8
colonized,9
iron napkin,7
disease checklist,8
napkin interpretation,6
gluteal administration,8
congenital toddler pharyngitis,6
napkin diaper,12
patent gestation gastroenteritis,6
preterm gram,7
acute toddler iron common,6
screening preterm childhood,10
croup dermatitis,6
neonatology,13
umbilical finding,19
post type trachelectomy,6
gain disorder infection,9
autism medicine,24
disorder infantile,6
handicap lactation,12
newborn distress,27
iron diaper,21
tract jaundice,7
breast interpretation,7
staphylococcal health,6
parainfluenza,6
weight diaper,6
administration nappy,12
gram baby,8
iron hypotonia,7
coagulation cmshcc,6
delivery autism,6
congenital toddler gastroenteritis,6
umbilical granuloma,23
patent gestation,9
neonatorum,9
left handicap infection,6
fever jaundice disorder,34
fever culture,7
clinical,15
diaper tongue,6
screening vision term,67
acute diaper,8
section status,8
drug tuberculosis,12
enterovirus,8
enterovirus infection,8
birth jaundice,10
intracranial nontraumatic,10
hemorrhage hemisphere,6
gluteal abscess,14
examination tuberculosis,8
diabetes tuberculosis cmshcc,6
wound dressing,8
pulseless,6
rightsided cmshcc,8
fournier cmshcc,6
skin tissue,8
sputum tuberculosis,8
diabetes tuberculosis,7
pulmonary loss,11
left cmshcc fracture,8
sepsis renal,8
fever cough,6
cough pulmonary,11
peritoneal appendicitis,8
blood coughing,6
pain right flank,8
fracture shaft,19
penile scar wound renal,6
penile scar,6
calculus tract,9
coronavirus pulmonary,9
ischiorectal cmshcc,10
hand change,10
severity stage,7
coma necrotizing,12
salmonella gastroenteritis,7
cerebral hemorrhage,14
escherichia cmshcc,8
infantile term,9
deficiency tuberculosis,15
jaundice infection,6
urinary infection cystitis hematuria,9
respiratory female birth,6
fibrillation pneumonia,6
left axilla,7
bowel fluid,6
cmshcc angina,6
acute fever pyelonephritis,6
removal appendicitis,17
incompatibility,8
mass abscess,7
right child mchat,10
urinary infection dysuria pain hematuria,14
foul health,8
dysmorphic examination,8
periorbital acute,6
sepsis pulmonary,6
iron interpretation tract,11
food gastroenteritis,11
toddler exanthem,6
appendix perforated,54
gangrene cmshcc,12
autism examination skin deficiency,7
meningeoencephalitis,6
acute toddler gestation,15
screening left term,6
urinary site,6
covid tuberculosis,12
vaginal bleeding,10
term childhood,15
laryngomalacia acute,7
infection coronavirus pain,7
hypotensive cmshcc,6
nasolacrimal immunization,8
jaundice nasopharyngitis disorder,18
phimosis rash,6
pulmonary infarction,7
jejunostomy,6
clinical cmshcc,7
stage kidney,15
shock arrest,6
dimple,7
failure disease,6
infection obstruction,6
birth follow disorder,6
abdominal abscess,13
immunoprophylaxis disorder,11
body percent,7
urinary bronchitis,6
acute cmshcc,6
left cmshcc infection foot,12
foot type diabetic right,8
toddler gestation,23
heart failure,6
disease injury,8
apparent,6
poor week,6
urti respiratory flank prediabetes tract fever portion,6
respiratory flank prediabetes tract fever,6
meningococcus abcess,6
wound arthralgia right test,6
gluteal wrist cephalhematoma,6
osteomylitis,8
groin abscess,8
umblicus,7
urinary vaginal infection,6
insulin condition,6
ileal,6
prenatal diabetes,8
birth discharge,6
checkup jaundice disorder,9
post right extremity necrotizing,8
right extremity necrotizing change knee cataract status encounter insulin removal amputation,8
diabetic attention ulcer diabetes,8
suture fasciitis,8
knee cataract status,8
pregnant abortion,17
appendicular appendicitis,8
anemia autism hematuria,11
hemodialysis cmshcc infection,6
thigh cmshcc,12
coronary sepsis amputation,6
handicap lactation infection,6
miscarriage pain,7
hematuria test,6
acute stage,7
flucloxacillin,6
fever bacteremia,8
skin cellulitis,6
wound pain,12
acute toddler iron interpretation,7
tract loin,6
immunoprophylaxis infection,7
poor discharge,6
gastroenteritis vomiting,10
perinatal,8
protocol,6
colonization aureus,7
septic cmshcc,11
insulin tuberculosis cmshcc,8
arrest weakness sepsis,9
risk arrest weakness,9
fluid decubitus trochanteric ulcer,9
transient fluid decubitus,9
trochanteric ulcer,9
coma diabetes,6
abdomen laparotomy,6
immunoprophylaxis,7
urinary pyelonephritis infection hematuria,6
postpartum delivery,11
cystitis dysuria,23
perianal fistula,7
vaginal cystitis,7
loose motion fever,10
urethral hematuria,7
abscess pilonidal,6
skin change,13
malignant laparotomy,7
staphylococcus neonatal,10
screeningpulmonary tuberculosis cough,6
acute complication,6
tuberculosis virus,7
observation infection,6
bone left,7
baby type,10
tuberculosis hypochromic,6
dialysis cmshcc,6
